|   ID    |        DATE         |  PROBLEM  |  RESULT   | TIME  |  MEM   | LNG |
| 5272835 | 2011-06-20 13:48:44 |    SILVER |        CE |  0.00 |      0 | PYT |
| 5267943 | 2011-06-19 10:26:33 |  GCJ101BB |        AC |  0.00 |   2816 | C++ |
| 5267939 | 2011-06-19 10:25:00 |  GCJ101BB |        WA |  0.01 |   2816 | C++ |
| 5267936 | 2011-06-19 10:23:37 |  GCJ101BB |        WA |  0.01 |   2816 | C++ |
| 5267894 | 2011-06-19 10:11:06 |  GCJ101BB |        WA |  0.01 |   2684 | C++ |
| 5264557 | 2011-06-18 17:02:36 |  SQUAREV1 |        AC |  0.03 |   2736 | C++ |
| 5263437 | 2011-06-18 11:17:35 |    SLIKAR |        AC |  0.01 |  16768 | C++ |
| 5263430 | 2011-06-18 11:16:30 |    SLIKAR |        WA |  0.00 |  16760 | C++ |
| 5263411 | 2011-06-18 11:10:41 |    SLIKAR |        RE |  1.19 |  16768 | C++ |
| 5263402 | 2011-06-18 11:08:55 |    SLIKAR |        WA |  0.00 |  16768 | C++ |
| 5263341 | 2011-06-18 10:53:09 |    SLIKAR |        RE |  1.20 |  16768 | C++ |
| 5259229 | 2011-06-17 15:25:31 |   MCLONUM |        AC |  0.00 |   2828 | C++ |
| 5259227 | 2011-06-17 15:24:34 |   MCLONUM |        WA |  0.00 |   2828 | C++ |
| 5259173 | 2011-06-17 15:10:40 |   MCLONUM |        WA |  0.00 |   2820 | C++ |
| 5255521 | 2011-06-16 17:28:34 |   MARTIAN |        WA |  1.82 |  12920 | C++ |
| 5254856 | 2011-06-16 14:50:30 |   MMATRIX |        AC |  0.27 |   2680 | C++ |
| 5254769 | 2011-06-16 14:27:33 |  UCI2009B |        AC |  0.08 |   3384 | C++ |
| 5254618 | 2011-06-16 13:47:48 |  RANJAN02 |        AC |  0.00 |   3732 | PYT |
| 5250393 | 2011-06-15 16:45:46 |  INTEGER1 |        AC |  0.02 |   2688 | C++ |
| 5250215 | 2011-06-15 16:20:45 |  INTEGER1 |        WA |  0.25 |   2684 | C++ |
| 5250191 | 2011-06-15 16:18:20 |  INTEGER1 |        WA |  0.24 |   2680 | C++ |
| 5249630 | 2011-06-15 13:55:19 |    CUBEFR |        AC |  0.30 |   7568 | C++ |
| 5249627 | 2011-06-15 13:54:45 |    CUBEFR |        CE |  0.00 |      0 | C++ |
| 5249618 | 2011-06-15 13:52:37 |    CUBEFR |       TLE | -1.00 |   6588 | C++ |
| 5249612 | 2011-06-15 13:51:45 |    CUBEFR |        RE |  0.00 |   6580 | C++ |
| 5249609 | 2011-06-15 13:51:23 |    CUBEFR |        CE |  0.00 |      0 | C++ |
| 5248128 | 2011-06-15 07:37:17 |    GCDSQF |        AC |  0.00 |   2708 | C++ |
| 5243553 | 2011-06-14 10:04:31 |  SSHUFFLE |        AC |  0.00 |   4832 | C++ |
| 5243276 | 2011-06-14 08:36:03 |  SSHUFFLE |        WA |  0.02 |   4828 | C++ |
| 5239850 | 2011-06-13 16:10:39 |    ESJAIL |       TLE | -1.00 |      0 | C++ |
| 5239736 | 2011-06-13 15:47:01 |    ESJAIL |       TLE | -1.00 |      0 | C++ |
| 5239625 | 2011-06-13 15:29:12 |    ESJAIL |       TLE | -1.00 |      0 | C++ |
| 5239434 | 2011-06-13 14:47:45 |    ESJAIL |       TLE | -1.00 |      0 | C++ |
| 5239417 | 2011-06-13 14:45:11 |    ESJAIL |       TLE | -1.00 |      0 | C++ |
| 5239394 | 2011-06-13 14:42:01 |    ESJAIL |       TLE | -1.00 |      0 | C++ |
| 5239383 | 2011-06-13 14:39:47 |    ESJAIL |       TLE | -1.00 |      0 | C++ |
| 5239319 | 2011-06-13 14:23:14 |    ESJAIL |       TLE | -1.00 |      0 | C++ |
| 5234744 | 2011-06-12 18:47:33 |    DOUBLE |       TLE | -1.00 |   3732 | PYT |
| 5234564 | 2011-06-12 18:02:55 |    DOUBLE |       TLE | -1.00 |   3732 | PYT |
| 5234286 | 2011-06-12 17:13:41 |     GCDEX |       TLE | -1.00 |      0 | C++ |
| 5234280 | 2011-06-12 17:12:11 |     GCDEX |        CE |  0.00 |      0 | C++ |
| 5234274 | 2011-06-12 17:10:36 |     GCDEX |        CE |  0.00 |      0 | C++ |
| 5224250 | 2011-06-10 17:39:37 |      GSS1 |       TLE | -1.00 | 181952 | JAV |
| 5223922 | 2011-06-10 16:48:16 |    MAIN72 |        AC |  0.00 |   2776 | C++ |
| 5223914 | 2011-06-10 16:47:12 |    MAIN72 |        WA |  0.06 |   2780 | C++ |
| 5223823 | 2011-06-10 16:35:22 |    PEBBLE |        AC |  0.03 |   2812 | C++ |
| 5223672 | 2011-06-10 16:13:01 |  TRAFFICN |        AC |  0.07 |   3200 | C++ |
| 5223150 | 2011-06-10 14:15:37 |  HPYNOSII |       TLE | -1.00 |   2684 | C++ |
| 5223139 | 2011-06-10 14:12:26 |  HPYNOSII |       TLE | -1.00 |   2684 | C++ |
| 5223126 | 2011-06-10 14:09:16 |  HPYNOSII |       TLE | -1.00 |   2688 | C++ |
| 5223103 | 2011-06-10 14:02:26 |  HPYNOSII |       TLE | -1.00 |   2684 | C++ |
| 5221978 | 2011-06-10 08:42:37 |   BRODOVI |        AC |  0.00 |   2708 | C++ |
| 5221880 | 2011-06-10 08:14:36 |    BRICKS |        AC |  0.09 |   4424 | C++ |
| 5221860 | 2011-06-10 08:07:43 |    BRICKS |       TLE | -1.00 |  30024 | C++ |
| 5219803 | 2011-06-09 20:47:44 |     CLONE |       TLE | -1.00 | 181952 | JAV |
| 5219720 | 2011-06-09 20:27:07 |     CLONE |       TLE | -1.00 | 181952 | JAV |
| 5217862 | 2011-06-09 13:43:41 |    BITMAP |       TLE | -1.00 | 181952 | JAV |
| 5217858 | 2011-06-09 13:43:01 |    BITMAP |       TLE | -1.00 | 181952 | JAV |
| 5217548 | 2011-06-09 11:57:50 |   BLINNET |       TLE | -1.00 | 181952 | JAV |
| 5217545 | 2011-06-09 11:56:54 |   BLINNET |       TLE | -1.00 |      0 | JAV |
| 5214452 | 2011-06-08 18:22:58 |     COMCB |        AC |  0.08 | 181952 | JAV |
| 5214433 | 2011-06-08 18:18:26 |     COMCB |        AC |  0.08 | 1432576 | JAV |
| 5214377 | 2011-06-08 18:06:59 |     COMCB |        WA |  0.74 | 181952 | JAV |
| 5214153 | 2011-06-08 17:16:00 |   DIVSUM2 |        CE |  0.00 |      0 | PYT |
| 5214047 | 2011-06-08 16:50:26 |    EPURSE |        AC |  0.00 |   2856 | C++ |
| 5213875 | 2011-06-08 16:10:30 |  ANARC07C |        AC |  0.13 |   6840 | C++ |
| 5213870 | 2011-06-08 16:09:19 |  ANARC07C |        WA |  1.04 |   6840 | C++ |
| 5212735 | 2011-06-08 10:32:18 |  CHOCDIST |       TLE | -1.00 |   2680 | C++ |
| 5212715 | 2011-06-08 10:29:23 |  CHOCDIST |        RE |  0.00 |   2680 | C++ |
| 5212711 | 2011-06-08 10:29:00 |  CHOCDIST |        CE |  0.00 |      0 | C++ |
| 5212624 | 2011-06-08 10:06:32 |      ABCD |        WA |  0.00 |   2876 | C++ |
| 5212612 | 2011-06-08 10:03:09 |      ABCD |        WA |  0.00 |   2876 | C++ |
| 5212573 | 2011-06-08 09:56:02 |      ABCD |        WA |  0.00 |   2876 | C++ |
| 5212540 | 2011-06-08 09:48:18 |      ABCD |        RE |  0.06 |   2908 | C++ |
| 5212534 | 2011-06-08 09:46:53 |      ABCD |        WA |  0.03 |   2780 | C++ |
| 5208193 | 2011-06-07 13:24:19 |     GAME2 |        WA |  0.00 |   3852 | C++ |
| 5208192 | 2011-06-07 13:23:30 |     GAME2 |        CE |  0.00 |      0 | C++ |
| 5208173 | 2011-06-07 13:19:47 |     GAME2 |        WA |  0.00 |   3856 | C++ |
| 5208169 | 2011-06-07 13:19:16 |     GAME2 |        CE |  0.00 |      0 | C++ |
| 5207649 | 2011-06-07 10:59:25 |    MAXSUB |        AC |  0.29 |   2680 | C++ |
| 5207636 | 2011-06-07 10:54:25 |    MAXSUB |        WA |  2.00 |   2680 | C++ |
| 5207623 | 2011-06-07 10:49:16 |    MAXSUB |        WA |  1.99 |   2684 | C++ |
| 5207445 | 2011-06-07 09:50:08 |    MAXSUB |        WA |  2.01 |   2680 | C++ |
| 5207441 | 2011-06-07 09:49:06 |    MAXSUB |        WA |  2.00 |   2680 | C++ |
| 5179756 | 2011-06-01 17:18:56 |    ZZPERM |        AC |  0.22 | 1432576 | JAV |
| 5179754 | 2011-06-01 17:18:27 |    ZZPERM |        CE |  0.00 |      0 |   C |
| 5175236 | 2011-05-31 20:25:16 |  TREEGAME |        AC |  0.60 | 181952 | JAV |
| 5173508 | 2011-05-31 14:46:07 |   ACPC10D |        WA |  0.27 |   1672 |   C |
| 5173477 | 2011-05-31 14:38:02 |   ACPC10D |        WA |  0.24 |   1672 |   C |
| 5173451 | 2011-05-31 14:32:41 |   ACPC10D |        WA |  0.25 |   1672 |   C |
| 5173413 | 2011-05-31 14:18:36 |   ACPC10D |       TLE | -1.00 | 181952 | JAV |
| 5173379 | 2011-05-31 14:08:26 |   ACPC10D |       TLE | -1.00 | 181952 | JAV |
| 5173350 | 2011-05-31 14:02:19 |   ACPC10D |       TLE | -1.00 | 181952 | JAV |
| 5173329 | 2011-05-31 13:55:49 |   ACPC10D |       TLE | -1.00 | 181952 | JAV |
| 5172661 | 2011-05-31 11:21:18 |      ABCD |        AC |  1.92 | 1373184 | JAV |
| 5172566 | 2011-05-31 10:52:07 |  ANARC09A |       TLE | -1.00 | 181952 | JAV |
| 5167641 | 2011-05-30 13:22:57 |     PT07Y |        AC |  0.40 | 181952 | JAV |
| 5167636 | 2011-05-30 13:22:19 |     PT07Y |        CE |  0.00 |      0 | JAV |
| 5161249 | 2011-05-29 14:46:13 |   CFPARTY |        WA |  1.89 |   2680 | C++ |
| 5151219 | 2011-05-27 16:08:47 |     GCDEX |       TLE | -1.00 |  19192 | C++ |
| 5151207 | 2011-05-27 16:06:10 |     GCDEX |        RE |  4.47 |  19192 | C++ |
| 5151089 | 2011-05-27 15:44:25 |     GCDEX |       TLE | -1.00 |  19192 | C++ |
| 5147195 | 2011-05-26 19:39:11 |     GCDEX |       TLE | -1.00 |  19336 | C++ |
| 5146152 | 2011-05-26 15:59:14 |      SEQ6 |        WA |  0.78 |  41792 | C++ |
| 5146142 | 2011-05-26 15:56:50 |      SEQ6 |       TLE | -1.00 |  41784 | C++ |
| 5146111 | 2011-05-26 15:50:51 |      SEQ6 |       TLE | -1.00 |  41784 | C++ |
| 5144639 | 2011-05-26 08:11:52 |      HOMO |        AC |  0.30 |   7900 | C++ |
| 5136709 | 2011-05-24 15:53:55 |    TRANSP |        WA |  0.00 |   2680 | C++ |
| 5136694 | 2011-05-24 15:49:23 |    TRANSP |        WA |  0.00 |   2680 | C++ |
| 5136690 | 2011-05-24 15:48:03 |    TRANSP |        WA |  0.00 |   2680 | C++ |
| 5106983 | 2011-05-18 19:29:10 |    MCHAOS |        AC |  0.62 |   6932 | C++ |
| 5106335 | 2011-05-18 17:28:24 |  NOVICE43 |        AC |  0.00 |   2696 | C++ |
| 5104124 | 2011-05-18 10:23:46 |     BRPAR |        AC |  0.04 |   2700 | C++ |
| 5099510 | 2011-05-17 13:55:48 |   FTHEELF |        WA |  0.03 |   2680 | C++ |
| 5099494 | 2011-05-17 13:54:23 |   FTHEELF |        WA |  0.02 |   2684 | C++ |
| 5094888 | 2011-05-16 16:02:42 |  FRQPRIME |        AC |  0.00 |   3172 | C++ |
| 5094884 | 2011-05-16 16:01:06 |  FRQPRIME |        WA |  0.04 |   3172 | C++ |
| 5094832 | 2011-05-16 15:49:50 |     SSORT |        AC |  0.00 |   2692 | C++ |
| 5082088 | 2011-05-13 16:33:06 |   ITRIX_B |        AC |  0.00 |   2816 | C++ |
| 5082063 | 2011-05-13 16:28:59 |   ITRIX_B |        WA |  0.02 |   2820 | C++ |
| 5082024 | 2011-05-13 16:22:03 |      MIDO |        AC |  0.00 |   2816 | C++ |
| 5082017 | 2011-05-13 16:21:18 |      MIDO |        CE |  0.00 |      0 | C++ |
| 5082011 | 2011-05-13 16:20:28 |      MIDO |        CE |  0.00 |      0 | C++ |
| 5082006 | 2011-05-13 16:19:37 |      MIDO |        CE |  0.00 |      0 | C++ |
| 5081315 | 2011-05-13 13:47:22 |  ROBBERY2 |        AC |  0.07 |   7744 | PYT |
| 5081299 | 2011-05-13 13:44:00 |  ROBBERY2 |        CE |  0.00 |      0 | PYT |
| 5081291 | 2011-05-13 13:42:30 |  ROBBERY2 |        CE |  0.00 |      0 | PYT |
| 5081288 | 2011-05-13 13:42:08 |  ROBBERY2 |        CE |  0.00 |      0 | PYT |
| 5081258 | 2011-05-13 13:32:27 |  ROBBERY2 |        WA |  0.13 |   2688 | C++ |
| 5081250 | 2011-05-13 13:30:21 |  ROBBERY2 |        WA |  0.15 |   2684 | C++ |
| 5081036 | 2011-05-13 12:26:09 |  ROBBERY2 |        WA |  0.11 |   2684 | C++ |
| 5080982 | 2011-05-13 12:09:25 |  ROBBERY2 |        WA |  0.17 |   2680 | C++ |
| 5080964 | 2011-05-13 12:03:04 |  ROBBERY2 |        WA |  0.15 |   2680 | C++ |
| 5075709 | 2011-05-12 07:21:31 |     MAJOR |        AC |  0.30 |   6588 | C++ |
| 5075708 | 2011-05-12 07:21:03 |     MAJOR |        CE |  0.00 |      0 | C++ |
| 5072923 | 2011-05-11 14:51:20 |    CPRIME |        AC |  0.48 |   3808 | C++ |
| 5072634 | 2011-05-11 13:49:04 |    BALIFE |        AC |  0.00 |   2748 | C++ |
| 5072502 | 2011-05-11 13:16:56 |     RAIN3 |        AC |  0.02 |   8544 | C++ |
| 5072368 | 2011-05-11 12:47:10 |     NY10E |        AC |  0.00 |   2684 | C++ |
| 5072171 | 2011-05-11 12:07:08 |    MBINGO |        AC |  0.09 |   2680 | C++ |
| 5072164 | 2011-05-11 12:06:07 |    MBINGO |        CE |  0.00 |      0 | C++ |
| 5071890 | 2011-05-11 11:13:44 |    GLJIVE |        AC |  0.00 |   2684 | C++ |
| 5071859 | 2011-05-11 11:07:10 |    GLJIVE |        WA |  0.00 |   2684 | C++ |
| 5071841 | 2011-05-11 10:59:53 |    GLJIVE |        WA |  0.00 |   2680 | C++ |
| 5071839 | 2011-05-11 10:59:12 |    GLJIVE |        CE |  0.00 |      0 | C++ |
| 5068247 | 2011-05-10 14:51:46 |     MAXLN |        AC |  0.00 |   2680 | C++ |
| 5068202 | 2011-05-10 14:44:29 |   PARKET1 |        AC |  0.00 |   2684 | C++ |
| 5068190 | 2011-05-10 14:42:27 |   PARKET1 |        WA |  0.00 |   2684 | C++ |
| 5068189 | 2011-05-10 14:42:00 |   PARKET1 |        CE |  0.00 |      0 | C++ |
| 4996167 | 2011-04-21 14:23:34 |   MARTIAN |        WA |  1.67 |   7800 | C++ |
| 4996139 | 2011-04-21 14:14:32 |   MARTIAN |        WA |  1.67 |   7800 | C++ |
| 4986395 | 2011-04-19 07:44:10 |  INFINITY |        WA |  0.00 |   2680 | C++ |
| 4838047 | 2011-03-20 14:23:04 |  PANCAKES |        WA |  0.02 |   2680 | C++ |
| 4710266 | 2011-02-20 05:43:27 |  CHOCDIST |       TLE | -1.00 |      0 | C++ |
| 4656453 | 2011-02-05 21:08:14 |  IMPUNITS |        AC |  0.03 |   7744 | PYT |
| 4647955 | 2011-02-03 06:42:17 |       BST |       TLE | -1.00 |  10880 | C++ |
| 4647954 | 2011-02-03 06:41:27 |       BST |        CE |  0.00 |      0 | C++ |
| 4647949 | 2011-02-03 06:37:57 |       BST |       TLE | -1.00 |  10872 | C++ |
| 4647715 | 2011-02-03 00:43:03 |       EPR |        AC |  0.50 |  30072 | C++ |
| 4646664 | 2011-02-02 18:05:52 |  BOPERISH |        AC |  0.00 |   2688 | C++ |
| 4646600 | 2011-02-02 17:50:16 |     IMAGE |        AC |  0.00 |   2816 | C++ |
| 4644352 | 2011-02-01 22:57:27 |      QCJ1 |        AC |  0.00 |   2692 | C++ |
| 4644340 | 2011-02-01 22:54:58 |      QCJ1 |        RE |  0.00 |   2816 | C++ |
| 4644118 | 2011-02-01 22:17:30 |       MB1 |        AC |  0.00 |   4056 | C++ |
| 4644117 | 2011-02-01 22:15:43 |       MB1 |        RE |  0.16 |   4056 | C++ |
| 4644112 | 2011-02-01 22:13:08 |       MB1 |        RE |  1.73 |   7016 | C++ |
| 4640805 | 2011-01-31 21:30:12 |   NFACTOR |        AC |  0.08 |   6716 | C++ |
| 4640797 | 2011-01-31 21:27:00 |   NFACTOR |       TLE | -1.00 |      0 | C++ |
| 4637492 | 2011-01-30 17:59:21 |     BROUL |        AC |  0.00 |   2684 | C++ |
| 4637086 | 2011-01-30 15:30:54 |    BUREAU |        AC |  0.72 |   9120 | C++ |
| 4635577 | 2011-01-30 04:51:52 |   HERDING |        AC |  0.03 |   7940 | C++ |
| 4635567 | 2011-01-30 04:31:55 |   HERDING |        WA |  0.00 |   7940 | C++ |
| 4635563 | 2011-01-30 04:29:49 |   HERDING |        WA |  0.00 |   7936 | C++ |
| 4634464 | 2011-01-29 18:49:28 |   NOTATRI |        AC |  0.22 |   6784 | C++ |
| 4634460 | 2011-01-29 18:48:53 |   NOTATRI |        CE |  0.00 |      0 | C++ |
| 4634451 | 2011-01-29 18:46:30 |   NOTATRI |       TLE | -1.00 |  10888 | C++ |
| 4634447 | 2011-01-29 18:45:53 |   NOTATRI |        RE |  1.71 |   6788 | C++ |
| 4634421 | 2011-01-29 18:37:09 |    ARITH2 |        AC |  0.04 |   3840 | C++ |
| 4634417 | 2011-01-29 18:36:34 |    ARITH2 |        RE |  0.01 |   2812 | C++ |
| 4634323 | 2011-01-29 18:13:03 |   QUALITY |        AC |  0.00 |   2816 | C++ |
| 4634103 | 2011-01-29 17:01:20 |  CVJETICI |        AC |  0.24 |   5244 | C++ |
| 4628855 | 2011-01-27 23:11:17 |       IMP |        CE |  0.11 |   2540 | C++ |
| 4625835 | 2011-01-26 21:52:34 |     MATH1 |       TLE | -1.00 |   6916 | C++ |
| 4625828 | 2011-01-26 21:51:30 |     MATH1 |        CE |  0.00 |      0 | C++ |
| 4625825 | 2011-01-26 21:51:01 |     MATH1 |        CE |  0.00 |      0 | C++ |
| 4625616 | 2011-01-26 20:22:00 |  ANARC08B |        AC |  0.07 |   2816 | C++ |
| 4624441 | 2011-01-26 16:03:01 |     JAVAC |        AC |  0.00 |   2688 | C++ |
| 4620676 | 2011-01-25 09:36:51 |     SWAPS |       TLE | -1.00 |      0 | C++ |
| 4620668 | 2011-01-25 09:33:04 |     SWAPS |       TLE | -1.00 |      0 | C++ |
| 4617698 | 2011-01-24 15:21:59 |  AVOIDSOS |       TLE | -1.00 |   3328 | C++ |
| 4617676 | 2011-01-24 15:17:44 |  AVOIDSOS |       TLE | -1.00 |   3332 | C++ |
| 4617657 | 2011-01-24 15:12:27 |  AVOIDSOS |        WA |  0.00 |   3332 | C++ |
| 4617653 | 2011-01-24 15:10:25 |  AVOIDSOS |       TLE | -1.00 |   3332 | C++ |
| 4617621 | 2011-01-24 15:02:24 |  AVOIDSOS |       TLE | -1.00 |   3328 | C++ |
| 4617608 | 2011-01-24 14:58:53 |  AVOIDSOS |       TLE | -1.00 |   3328 | C++ |
| 4617271 | 2011-01-24 13:16:02 |  AVOIDSOS |        WA |  0.23 |   3328 | C++ |
| 4617216 | 2011-01-24 13:03:16 |  AVOIDSOS |        WA |  0.09 |   3328 | C++ |
| 4615180 | 2011-01-23 18:18:57 |  KPMATRIX |       TLE | -1.00 |   3192 | C++ |
| 4610781 | 2011-01-22 13:47:44 |    PARITY |       TLE | -1.00 |   2824 | C++ |
| 4610756 | 2011-01-22 13:43:02 |    PARITY |        RE | 36.85 | 256000 | C++ |
| 4610753 | 2011-01-22 13:42:20 |    PARITY |        CE |  0.00 |      0 | C++ |
| 4610488 | 2011-01-22 12:20:33 |   GCJ101C |        AC |  0.00 |   2684 | C++ |
| 4610486 | 2011-01-22 12:19:45 |   GCJ101C |        WA |  0.01 |   2680 | C++ |
| 4610471 | 2011-01-22 12:13:57 |   GCJ101C |        WA |  0.00 |   2680 | C++ |
| 4609816 | 2011-01-22 07:23:47 |  KNIGHTSR |        AC |  0.00 |   2756 | C++ |
| 4609643 | 2011-01-22 05:26:15 |  ANDROUND |        AC |  0.16 |   2756 | C++ |
| 4609639 | 2011-01-22 05:25:52 |  ANDROUND |        CE |  0.00 |      0 | C++ |
| 4606590 | 2011-01-21 11:03:43 |  FLOWERS2 |       TLE | -1.00 |   3020 | C++ |
| 4606556 | 2011-01-21 10:52:25 |  FLOWERS2 |       TLE | -1.00 |   3028 | C++ |
| 4606550 | 2011-01-21 10:48:28 |  FLOWERS2 |       TLE | -1.00 |   2888 | C++ |
| 4606493 | 2011-01-21 10:14:17 |  HAMSTER1 |        AC |  0.11 |   2680 | C++ |
| 4604760 | 2011-01-20 19:29:03 |  SHLIGHTS |        WA |  0.02 |   2776 | C++ |
| 4604599 | 2011-01-20 19:01:42 |  SHLIGHTS |        WA |  0.02 |   2776 | C++ |
| 4604486 | 2011-01-20 18:42:20 |  SHLIGHTS |        WA |  0.02 |   2776 | C++ |
| 4603879 | 2011-01-20 16:03:27 |    CENCRY |        AC |  0.02 |   2720 | C++ |
| 4603851 | 2011-01-20 15:51:35 |   PAIRINT |        AC |  0.00 |   2688 | C++ |
| 4603605 | 2011-01-20 14:27:50 |   MLASERP |        AC |  0.00 |   2996 | C++ |
| 4603597 | 2011-01-20 14:25:09 |   MLASERP |       TLE | -1.00 |   2992 | C++ |
| 4603232 | 2011-01-20 11:39:21 |    ACFRAC |        AC |  0.57 | 1432576 | JAV |
| 4602917 | 2011-01-20 08:35:31 |    ACFRAC |        WA |  0.79 |   3840 | C++ |
| 4602909 | 2011-01-20 08:32:13 |    ACFRAC |        WA |  0.79 |   3844 | C++ |
| 4602889 | 2011-01-20 08:10:02 |     CFRAC |        AC |  0.00 |   2828 | C++ |
| 4602838 | 2011-01-20 07:47:56 |    CFRAC2 |        AC |  0.00 |   3704 | C++ |
| 4601694 | 2011-01-19 20:04:15 |      OPTM |        WA |  4.06 |   4904 | C++ |
| 4601582 | 2011-01-19 19:27:43 |      OPTM |        RE |  0.00 |   4900 | C++ |
| 4601579 | 2011-01-19 19:26:21 |      OPTM |        WA |  4.15 |   4908 | C++ |
| 4601576 | 2011-01-19 19:25:18 |      OPTM |        RE |  0.00 |   4908 | C++ |
| 4601570 | 2011-01-19 19:21:15 |      OPTM |        WA |  4.27 |   4908 | C++ |
| 4601561 | 2011-01-19 19:17:52 |      OPTM |        WA |  4.20 |   4908 | C++ |
| 4601560 | 2011-01-19 19:16:26 |      OPTM |        WA |  4.34 |   4908 | C++ |
| 4601551 | 2011-01-19 19:14:59 |      OPTM |        CE |  0.00 |      0 | C++ |
| 4601520 | 2011-01-19 19:06:13 |      OPTM |        WA |  4.17 |   4908 | C++ |
| 4601457 | 2011-01-19 18:48:31 |      OPTM |        WA |  3.96 |   4904 | C++ |
| 4601445 | 2011-01-19 18:44:40 |      OPTM |        RE |  0.00 |   4900 | C++ |
| 4601437 | 2011-01-19 18:42:37 |      OPTM |        RE |  0.00 |   4900 | C++ |
| 4601415 | 2011-01-19 18:33:44 |      OPTM |        WA |  4.09 |   4904 | C++ |
| 4601409 | 2011-01-19 18:32:23 |      OPTM |        WA |  4.23 |   4904 | C++ |
| 4601383 | 2011-01-19 18:26:13 |      OPTM |       TLE | -1.00 |   4904 | C++ |
| 4601366 | 2011-01-19 18:20:03 |      OPTM |       TLE | -1.00 |   4904 | C++ |
| 4601333 | 2011-01-19 18:09:24 |      OPTM |       TLE | -1.00 |   4904 | C++ |
| 4601301 | 2011-01-19 18:00:25 |      OPTM |       TLE | -1.00 |   4904 | C++ |
| 4600934 | 2011-01-19 16:01:34 |  SOCIALNE |        AC |  0.01 |   2680 | C++ |
| 4600354 | 2011-01-19 13:20:27 |     CHASE |        AC |  0.14 |   2716 | C++ |
| 4600342 | 2011-01-19 13:17:59 |     CHASE |        AC |  0.17 |   2716 | C++ |
| 4600331 | 2011-01-19 13:13:12 |     CHASE |        AC |  0.17 |   2716 | C++ |
| 4600320 | 2011-01-19 13:08:11 |     CHASE |       TLE | -1.00 |   2716 | C++ |
| 4600039 | 2011-01-19 11:49:52 |    ABSURD |        AC |  0.00 |   2680 | C++ |
| 4600034 | 2011-01-19 11:46:37 |    ABSURD |        WA |  0.15 |   2680 | C++ |
| 4600029 | 2011-01-19 11:44:35 |    ABSURD |        WA |  0.05 |   2680 | C++ |
| 4599987 | 2011-01-19 11:33:25 |    ABSURD |        WA |  0.05 |   2816 | C++ |
| 4599977 | 2011-01-19 11:30:34 |    ABSURD |        WA |  0.05 |   2820 | C++ |
| 4599959 | 2011-01-19 11:21:11 |    ABSURD |        WA |  0.01 |   2680 | C++ |
| 4599726 | 2011-01-19 09:31:00 |    MDOLLS |        AC |  0.06 |   3128 | C++ |
| 4599526 | 2011-01-19 07:28:32 |      QCJ2 |        AC |  0.04 |   2720 | C++ |
| 4599506 | 2011-01-19 07:10:47 |      QCJ2 |        WA |  0.39 |   2720 | C++ |
| 4597871 | 2011-01-18 17:27:31 |      YODA |        AC |  0.00 |   2904 | C++ |
| 4597221 | 2011-01-18 12:31:13 |  INTERVAL |        AC |  0.33 |   4224 | C++ |
| 4597214 | 2011-01-18 12:24:42 |  INTERVAL |        WA |  2.44 |   4220 | C++ |
| 4597203 | 2011-01-18 12:18:21 |  INTERVAL |        WA |  2.46 |   4224 | C++ |
| 4597159 | 2011-01-18 11:59:05 |  INTERVAL |        WA |  1.71 |   4220 | C++ |
| 4596640 | 2011-01-18 07:24:05 |    INVCNT |        AC |  0.14 |  13120 | C++ |
| 4596410 | 2011-01-18 04:46:24 |   OSPROB1 |        AC |  0.03 |   2684 | C++ |
| 4594932 | 2011-01-17 17:19:36 |   REPEATS |        AC |  1.73 |   2776 | C++ |
| 4594318 | 2011-01-17 13:51:45 |   CSQUARE |        AC |  0.07 |   2680 | C++ |
| 4593719 | 2011-01-17 09:37:51 |      ZSEQ |       TLE | -1.00 |  13256 | C++ |
| 4593423 | 2011-01-17 07:05:34 |   MMINPER |        AC |  0.03 |   3448 | C++ |
| 4593320 | 2011-01-17 06:15:14 |     CHAIR |        AC |  0.00 |  10880 | C++ |
| 4591513 | 2011-01-16 17:44:49 |  ANARC09C |        AC |  0.04 |   6720 | C++ |
| 4586703 | 2011-01-15 13:27:45 |  GERGOVIA |        AC |  0.01 |  18320 | C++ |
| 4586044 | 2011-01-15 09:53:49 |   ACPC10F |       TLE | -1.00 |   2824 | C++ |
| 4585989 | 2011-01-15 09:23:04 |   ACPC10E |        AC |  0.00 |   2684 | C++ |
| 4585897 | 2011-01-15 08:05:35 |   ACPC10D |        AC |  0.05 |  18624 | C++ |
| 4585675 | 2011-01-15 06:16:26 |  IOIPALIN |        AC |  0.55 |  52504 | C++ |
| 4585672 | 2011-01-15 06:10:31 |  IOIPALIN |        WA |  2.83 |   2732 | C++ |
| 4585609 | 2011-01-15 05:37:52 |   SOLDIER |        AC |  0.00 |   2840 | C++ |
| 4585558 | 2011-01-15 05:16:43 |   CERC07B |        AC |  0.01 |   2936 | C++ |
| 4585509 | 2011-01-15 04:34:54 |   CERC07N |        AC |  0.00 |   2816 | C++ |
| 4584283 | 2011-01-14 18:50:35 |  ICAMPSEQ |        AC |  0.18 |   2540 | C++ |
| 4584227 | 2011-01-14 18:39:51 |  ICAMPSEQ |       TLE | -1.00 |   6444 | C++ |
| 4584191 | 2011-01-14 18:34:50 |  ICAMPSEQ |       TLE | -1.00 |   6444 | C++ |
